incident_id,topic,topic_prob
1537,-1,0.05795692843761766
3630,6,1.0
3777,6,1.0
416,1,0.5322588495852701
966,-1,0.19230363042274148
1360,-1,0.054759855083910125
594,1,0.5012485793875822
1362,-1,0.15133349621019873
13,0,0.20178639134822277
55,0,0.1967104000875665
103,-1,0.1278449391584267
120,3,0.4168651243396463
197,3,1.0
258,-1,0.0750052587521177
479,3,1.0
510,1,0.2582501745714303
570,-1,0.019704035156212548
609,-1,0.08487147998459388
660,-1,0.06410518944826801
753,0,0.3037410775864812
816,1,0.6063834393313331
841,7,0.17708237539363045
860,0,0.20839065052059322
896,-1,0.019204684870031623
1009,6,0.28385571901450685
1019,6,0.6075052273119526
1130,6,0.6200285207878674
1131,1,0.12706111825215377
3911,-1,0.015425890350191228
1411,-1,0.06294195672549059
3244,-1,0.080551928667879
1416,-1,0.16590079709066338
1409,-1,0.018280918103829924
2228,-1,0.014484898340192672
1382,-1,0.04145232022414808
1847,-1,0.08741275124416892
3401,-1,0.017085215360444862
3490,-1,0.3709375875646377
3400,-1,0.07878137013605721
2894,-1,0.013919164857484559
2882,-1,0.048260479783550345
2818,-1,0.10094542159570948
3164,0,1.0
3403,-1,0.018050163060852376
3237,-1,0.03478441828843907
3672,-1,0.01717914376283399
3675,-1,0.016658424689961714
1904,2,0.12171612975611043
1553,-1,0.08078485508569246
1977,-1,0.08657012779175394
1978,-1,0.08858802623931268
2434,-1,0.01751960898313859
3506,-1,0.046750982947960686
3509,-1,0.05513605600616844
3796,-1,0.07459439101991408
2713,-1,0.08773835365811132
752,-1,0.14364146968804894
1408,0,1.0
2478,1,0.2060332125201638
2585,-1,0.08785105587768448
2584,-1,0.053443056659429805
4237,6,1.0
2892,-1,0.09696496702614234
2661,-1,0.0823292036388402
2493,6,0.6181463949200743
1056,6,0.30298761056832274
4327,6,0.4683892039236461
1047,-1,0.08198260415583493
1048,-1,0.06898853552373409
1230,1,0.3627514421685411
1491,2,0.1241239943461039
3647,-1,0.014770259419627287
3648,-1,0.015369931795888794
3751,1,0.0894246432051778
1008,-1,0.07000657047492809
1299,-1,0.08962389541149174
1297,-1,0.0799411923970069
40,-1,0.019162586097852232
3749,1,0.15902279061272223
279,-1,0.058943748666341535
